follower_id,following_id
1.07E+18,1.30E+18
9.42E+17,750000000
217778728,1.13E+18
2580000000,1.33E+18
7.91E+17,7.18E+17
1.06E+18,1.22E+18
1.30E+18,513000000
750000000,1.19E+18
1.13E+18,1.33E+18
1.33E+18,1.31E+18
7.18E+17,759000000
1.22E+18,1.01E+18
512795887,2770000000
1.19E+18,1.26E+18
1.33E+18,3000000000
1.31E+18,3160000000
759235040,8.28E+17
1.01E+18,148000000
2772719962,336000000
1.26E+18,434000000
3004637409,62800000
3160000000,9.44E+17
8.28E+17,1.14E+18
148000000,561000000
336373382,7.82E+17
434000000,1.29E+18
62798089,1.33E+18
9.44E+17,1600000000
1.14E+18,1.32E+18
561000000,2410000000
7.82E+17,43600000
1.29E+18,1.13E+18
1.33E+18,1390000000
1600000000,368000000
1.32E+18,1.32E+18
2410000000,1.28E+18
43571041,2590000000
1.13E+18,1720000000
1392878804,303000000
368000000,7.15E+17
1.32E+18,1.33E+18
1.28E+18,91300000
2593752634,1.28E+18
1720000000,2160000000
302530437,2250000000
7.15E+17,9.86E+17
1.33E+18,1.12E+18
91300000,8.72E+17
1.28E+18,3650000000
2160000000,1.15E+18
2248577551,1.28E+18
9.86E+17,1690000000
1.12E+18,3310000000
8.72E+17,1.15E+18
3650751201,9.88E+17
1.15E+18,1.09E+18
1.28E+18,1.26E+18
1690000000,3070000000
3305015360,1.16E+18
1.15E+18,43500000
9.88E+17,7.77E+17
1.09E+18,3700000000
1.26E+18,1.33E+18
3070000000,1.18E+18
1.16E+18,1.13E+18
43500000,7.16E+17
7.77E+17,129000000
3700000000,4190000000
1.33E+18,1.05E+18
1.18E+18,7.72E+17
1.13E+18,1.30E+18
7.16E+17,554000000
128823884,9.31E+17
4190000000,7.00E+17
1.05E+18,1.29E+18
7.72E+17,2810000000
1.30E+18,1.05E+18
554000000,1.24E+18
9.31E+17,376000000
7.00E+17,45500000
1.29E+18,59100000
2810000000,125000000
1.05E+18,976000000
1.24E+18,205000000
376294779,29400000
45500000,17600000
59083400,446000000
125000000,1290000000
976325558,8.28E+17
205000000,3320000000
29440560,9.91E+17
17600000,293000000
445932480,129000000
1290000000,1.12E+18
8.28E+17,1.13E+18
3320000000,4850000000
9.91E+17,555000000
293000000,14300000
128916643,1470000000
1.12E+18,1.28E+18
1.13E+18,580000000
4850000000,3250000000
555451987,3580000000
14300000,9.91E+17
1474919748,3630000000
1.28E+18,8.17E+17
580353731,1.19E+18
3250000000,1.20E+18
3579012436,9.49E+17
9.91E+17,584000000
3633207556,1.12E+18
8.17E+17,1940000000
1.19E+18,1.30E+18
1.20E+18,1.11E+18
9.49E+17,8.94E+17
584000000,165000000
1.12E+18,275000000
1940000000,7.25E+17
1.30E+18,103000000
1.11E+18,9.92E+17
8.94E+17,700000
165000000,3270000000
274987996,150000000
7.25E+17,2270000000
103287164,958000000
9.92E+17,382000000
699723,3320000000
3270000000,50600000
149807641,93700000
2270000000,9.81E+17
957866418,1.24E+18
382000000,1.23E+18
3318501718,3240000000
50600000,9.78E+17
93694409,2800000000
9.81E+17,1.13E+18
1.24E+18,1.33E+18
1.23E+18,4860000000
3236790704,1640000000
9.78E+17,48000000
2795633347,2750000000
1.13E+18,8.96E+17
1.33E+18,52500000
4860000000,1540000000
1640910954,82600000
48000000,1.24E+18
2751206161,7.93E+17
8.96E+17,71000000
52527048,414000000
1540000000,1.21E+18
82648751,403000000
1.24E+18,4620000000
7.93E+17,9.33E+17
71000000,715000000
414098866,1120000000
1.21E+18,3260000000
402788100,84200000
4620000000,119000000
9.33E+17,833000000
715000000,2940000000
1119424476,1.27E+18
3260000000,1400000000
84176739,559000000
119000000,2480000000
833487462,554000000
2940000000,402000000
1.27E+18,1.28E+18
1400000000,390000000
558807693,957000000
2480000000,1.19E+18
553951646,1660000000
402000000,1.32E+18
1.28E+18,1.26E+18
390000000,795000000
956895878,1.04E+18
1.19E+18,1.32E+18
1658056933,4880000000
1.32E+18,2780000000
1.26E+18,9.58E+17
795000000,1.21E+18
1.04E+18,1.31E+18
1.32E+18,1.30E+18
4881616991,9.30E+17
2780000000,252000000
9.58E+17,1.27E+18
1.21E+18,9.56E+17
1.31E+18,8.85E+17
1.30E+18,3330000000
9.30E+17,208000000
252000000,1.25E+18
1.27E+18,1.28E+18
9.56E+17,1910000000
8.85E+17,1.33E+18
3330000000,1.28E+18
208236949,1.33E+18
1.25E+18,9.86E+17
1.28E+18,1.27E+18
1910000000,819000000
1.33E+18,4210000000
1.28E+18,1.18E+18
1.33E+18,423000000
9.86E+17,1.15E+18
1.27E+18,950000000
819000000,581000000
4209411466,3340000000
1.18E+18,9.46E+17
422688189,1.01E+18
1.15E+18,4380000000
949630627,54100000
581000000,3040000000
3344691073,1.19E+18
9.46E+17,3050000000
1.01E+18,2730000000
4380000000,1.22E+18
54137507,542000000
3040000000,1.32E+18
1.19E+18,1.15E+18
3050000000,9.39E+17
2725441350,1.28E+18
1.22E+18,2460000000
541630793,614000000
1.32E+18,8.71E+17
1.15E+18,1.12E+18
9.39E+17,7.72E+17
1.28E+18,52900000
2460000000,7.08E+17
613799457,9.59E+17
8.71E+17,1440000000
1.12E+18,1.17E+18
7.72E+17,1.30E+18
52858939,1390000000
7.08E+17,8.73E+17
9.59E+17,1.14E+18
1440000000,4850000000
1.17E+18,7.33E+17
1.30E+18,2340000000
1392735704,2880000000
8.73E+17,2210000000
1.14E+18,9.48E+17
4850000000,236000000
7.33E+17,4780000000
2340000000,417000000
2876636494,2730000000
2210000000,47300000
9.48E+17,4810000000
236000000,1.14E+18
4776897375,287000000
417000000,1670000000
2732851509,9.19E+17
47300000,494000000
4811317993,7.67E+17
1.14E+18,1.31E+18
286584440,399000000
1670000000,4220000000
9.19E+17,53100000
494000000,1.30E+18
7.67E+17,3370000000
1.31E+18,93100000
398779496,1.31E+18
4220000000,1.01E+18
53072539,1.28E+18
1.30E+18,8.96E+17
3370480179,1.07E+18
619018177,4776897375
9.91871E+17,416553926
8.01764E+17,2732851509
7.53671E+17,47343068
2384157752,4811317993
9.85632E+17,1.13744E+18
3326181226,286584440
3363051004,1671815870
4776897375,9.18865E+17
416553926,493833718
2732851509,7.6697E+17
47343068,1.31129E+18
4811317993,398779496
1.13744E+18,4220780714
286584440,53072539
1671815870,1.30089E+18
9.18865E+17,3370480179
493833718,93097380
7.6697E+17,1.3093E+18
1.31129E+18,1.00963E+18
398779496,1.27537E+18
4220780714,8.96422E+17
53072539,1.06649E+18
1.30089E+18,2377336333
3370480179,1.04022E+18
93097380,284131720
1.3093E+18,771332107
1.00963E+18,148562096
1.27537E+18,1.28809E+18
8.96422E+17,49670748
1.06649E+18,115334075
2377336333,721194602
1.04022E+18,1289447864
284131720,2233489905
771332107,1.21251E+18
148562096,1.05984E+18
1.28809E+18,1158333518
49670748,1.32114E+18
115334075,1.32583E+18
721194602,8.0585E+17
1289447864,285231596
2233489905,3039073797
1.21251E+18,465521679
1.05984E+18,131801580
1158333518,2355120648
1.32114E+18,233327613
1.32583E+18,1.19168E+18
8.0585E+17,7.27257E+17
285231596,2871991354
3039073797,7.16268E+17
465521679,1.33015E+18
131801580,3091804103
2355120648,1.26507E+18
233327613,3070115817
1.19168E+18,7.30557E+17
7.27257E+17,3343371099
2871991354,7.55819E+17
7.16268E+17,1.16804E+18
1.33015E+18,1.12985E+18
3091804103,1.17471E+18
1.26507E+18,250665788
3070115817,3082252956
7.30557E+17,4127584752
3343371099,1.06719E+18
7.55819E+17,1.26944E+18
1.16804E+18,3064266184
1.12985E+18,8.94608E+17
1.17471E+18,1.32116E+18
250665788,633135943
3082252956,1.30516E+18
4127584752,1.28852E+18
1.06719E+18,1.07307E+18
1.26944E+18,1.33277E+18
3064266184,372089768
8.94608E+17,1.26269E+18
1.32116E+18,1626305028
633135943,65354408
1.30516E+18,9.24038E+17
1.28852E+18,1.32606E+18
1.07307E+18,1.25059E+18
1.33277E+18,1.00007E+18
372089768,178744133
1.26269E+18,535745009
1626305028,1.10105E+18
65354408,1.112E+18
9.24038E+17,8.77703E+17
1.32606E+18,7.05729E+17
1.25059E+18,1.02947E+18
1.00007E+18,1.04712E+18
178744133,1.19256E+18
535745009,1.26808E+18
1.10105E+18,9.88168E+17
1.112E+18,3822110657
8.77703E+17,1.05906E+18
7.05729E+17,149511843
1.02947E+18,9.07604E+17
1.04712E+18,7.66949E+17
1.19256E+18,2576191494
1.26808E+18,8.75922E+17
9.88168E+17,1.31106E+18
3822110657,330477755
1.05906E+18,9.07778E+17
149511843,3105556963
9.07604E+17,290839656
7.66949E+17,1.0446E+18
2576191494,1.09488E+18
8.75922E+17,1.12542E+18
1.31106E+18,9.20375E+17
330477755,4867287309
9.07778E+17,1.24996E+18
3105556963,1.1594E+18
290839656,37488595
1.0446E+18,3031151546
1.09488E+18,9.76827E+17
1.12542E+18,528766381
9.20375E+17,1.30069E+18
4867287309,2274275063
1.24996E+18,1.23283E+18
1.1594E+18,8.58355E+17
37488595,3837382332
3031151546,9.89568E+17
9.76827E+17,1.14944E+18
528766381,518357214
1.30069E+18,7.77928E+17
2274275063,164519895
1.23283E+18,8.94548E+17
8.58355E+17,197640962
3837382332,1.30935E+18
9.89568E+17,24093249
1.14944E+18,1.10578E+18
518357214,1.1675E+18
7.77928E+17,1.29033E+18
164519895,2246236177
8.94548E+17,4873629827
197640962,1.2321E+18
1.30935E+18,1.27791E+18
24093249,1933729152
1.10578E+18,2846405197
1.1675E+18,7.24653E+17
1.29033E+18,1068201848
2246236177,8.772E+17
4873629827,1018389632
1.2321E+18,3279858643
1.27791E+18,1.05536E+18
1933729152,9.55414E+17
2846405197,1.18353E+18
7.24653E+17,2577200227
1068201848,1.29904E+18
8.772E+17,333203167
1018389632,9.04223E+17
3279858643,1.06029E+18
1.05536E+18,3022274645
9.55414E+17,1.26685E+18
1.18353E+18,1.13363E+18
2577200227,1.18863E+18
1.29904E+18,1364235170
333203167,1.19499E+18
9.04223E+17,1.33131E+18
1.06029E+18,1.17217E+18
3022274645,106281307
1.26685E+18,1.12735E+18
1.13363E+18,1.12726E+18
1.18863E+18,2182158463
1364235170,2958999760
1.19499E+18,939224947
1.33131E+18,977652854
1.17217E+18,1171455030
106281307,243227856
1.12735E+18,3334847908
1.12726E+18,1025660382
2182158463,854985548
2958999760,3774723269
939224947,152766889
977652854,8.87365E+17
1171455030,1.2685E+18
243227856,3298724978
3334847908,1.2066E+18
1025660382,1.20455E+18
854985548,1.19073E+18
3774723269,1.17755E+18
152766889,32670485
8.87365E+17,1.23491E+18
1.2685E+18,1.32029E+18
3298724978,1.07582E+18
1.2066E+18,763801604
1.20455E+18,1.32682E+18
1.19073E+18,1.1783E+18
1.17755E+18,267270138
32670485,241694831
1.23491E+18,8.65998E+17
1.32029E+18,1.19735E+18
1.07582E+18,9.99884E+17
763801604,2533993603
1.32682E+18,1.31279E+18
1.1783E+18,9.43359E+17
267270138,3604621457
241694831,1.32965E+18
8.65998E+17,1535046146
1.19735E+18,158930282
9.99884E+17,999700310
2533993603,1.29878E+18
1.31279E+18,4826793224
9.43359E+17,1.32E+18
3604621457,95351170
1.32965E+18,1.33208E+18
1535046146,1.02866E+18
158930282,2983201993
999700310,9.09044E+17
1.29878E+18,229664970
4826793224,235776743
1.32E+18,7.5946E+17
95351170,1.32583E+18
1.33208E+18,1.31352E+18
1.02866E+18,856183543
2983201993,1659410040
9.09044E+17,1.18156E+18
229664970,9.01205E+17
235776743,81668187
7.5946E+17,18158087
1.32583E+18,1.13185E+18
1.31352E+18,1.32991E+18
856183543,1.19619E+18
1659410040,3163236750
1.18156E+18,1635128754
9.01205E+17,2842507885
81668187,4277935954
18158087,2455781876
1.13185E+18,128489901
1.32991E+18,258238151
1.19619E+18,1.2222E+18
3163236750,3279405948
1635128754,3123699243
2842507885,1.33026E+18
4277935954,9.34874E+17
2455781876,1.31534E+18
128489901,1.27617E+18
258238151,1.03173E+18
1.2222E+18,1.00294E+18
3279405948,1682496764
3123699243,1.14532E+18
1.33026E+18,8.30814E+17
9.34874E+17,7.81392E+17
1.31534E+18,1.31745E+18
1.27617E+18,2584392282
1.03173E+18,1448899764
1.00294E+18,9.76108E+17
1682496764,4886787783
1.14532E+18,1.33269E+18
8.30814E+17,1495502924
7.81392E+17,96716061
1.31745E+18,7.31795E+17
2584392282,1009147154
1448899764,110201200
9.76108E+17,200174809
4886787783,1.01437E+18
1.33269E+18,27409670
1495502924,1573692625
96716061,8.94699E+17
7.31795E+17,335865345
1009147154,146962486
110201200,56008081
200174809,18167592
1.01437E+18,1.05507E+18
27409670,1.04645E+18
1573692625,2740851099
8.94699E+17,2177551723
335865345,7.64569E+17
146962486,27190419
56008081,1.06828E+18
18167592,9.72877E+17
1.05507E+18,2600630148
1.04645E+18,4861623748
2740851099,234519861
2177551723,1.0548E+18
7.64569E+17,9.47975E+17
27190419,111258200
1.06828E+18,433697321
9.72877E+17,1.3081E+18
2600630148,74325773
4861623748,2202328507
234519861,7.75695E+17
1.0548E+18,1.12071E+18
9.47975E+17,1.32856E+18
111258200,2867007262
433697321,597434345
1.3081E+18,1.27718E+18
74325773,19473526
2202328507,1.00764E+18
7.75695E+17,1103964883
1.12071E+18,4811925033
1.32856E+18,2780993173
2867007262,1.22504E+18
597434345,3333180814
1.27718E+18,9.95377E+17
19473526,7.41746E+17
1.00764E+18,1348668511
1103964883,756950222
4811925033,7.41491E+17
2780993173,2954511282
1.22504E+18,2612335900
3333180814,360766524
9.95377E+17,1.09089E+18
7.41746E+17,151895642
1348668511,8.0397E+17
756950222,1.13122E+18
7.41491E+17,1.01392E+18
2954511282,1.2864E+18
2612335900,1.32179E+18
360766524,1.02195E+18
1.09089E+18,894535490
151895642,105503407
8.0397E+17,1.14051E+18
1.13122E+18,8.10486E+17
1.01392E+18,1.27345E+18
1.2864E+18,2226625076
1.32179E+18,1.15086E+18
1.02195E+18,8.07148E+17
894535490,600265387
105503407,2154705692
1.14051E+18,1.24E+18
8.10486E+17,78410075
1.27345E+18,46537966
2226625076,7.48904E+17
1.15086E+18,2214263233
8.07148E+17,1594075051
600265387,7.05501E+17
2154705692,1.30456E+18
1.24E+18,445994585
78410075,9.71712E+17
46537966,1.32397E+18
7.48904E+17,1.17087E+18
2214263233,1.29035E+18
1594075051,2617375850
7.05501E+17,1.24985E+18
1.30456E+18,1.09537E+18
445994585,125997369
9.71712E+17,878649780
1.32397E+18,268670411
1.17087E+18,1.22604E+18
1.29035E+18,1.25188E+18
2617375850,9.52909E+17
1.24985E+18,3429510183
1.09537E+18,3022513187
125997369,42322497
878649780,1.33164E+18
268670411,3238432054
1.22604E+18,1.33307E+18
1.25188E+18,1335781465
9.52909E+17,95968302
3429510183,4839588365
3022513187,8.27123E+17
42322497,3036525989
1.33164E+18,1.10004E+18
3238432054,7.07613E+17
1.33307E+18,353074890
1335781465,1.27548E+18
95968302,1905109700
4839588365,1.27891E+18
8.27123E+17,1.30633E+18
3036525989,7.51843E+17
1.10004E+18,7.57176E+17
7.07613E+17,1.28915E+18
353074890,2936093083
1.27548E+18,7.94825E+17
1905109700,1610741209
1.27891E+18,1.31859E+18
1.30633E+18,1.31101E+18
7.51843E+17,9.14709E+17
7.57176E+17,1.26932E+18
1.28915E+18,8.27284E+17
2936093083,1.30536E+18
7.94825E+17,912494516
1610741209,8.21927E+17
1.31859E+18,714777104
1.31101E+18,3100561185
9.14709E+17,1.235E+18
1.26932E+18,76355191
8.27284E+17,2348878033
1.30536E+18,1.20995E+18
912494516,9.54368E+17
8.21927E+17,9.94016E+17
714777104,1.18113E+18
3100561185,1.2574E+18
1.235E+18,1.10486E+18
76355191,16587350
2348878033,9.52753E+17
1.20995E+18,3099306533
9.54368E+17,1.13843E+18
9.94016E+17,2213904090
1.18113E+18,9.52003E+17
1.2574E+18,4193196257
1.10486E+18,190338613
16587350,270466114
9.52753E+17,3314414004
3099306533,7.76235E+17
1.13843E+18,186914141
2213904090,2891214350
9.52003E+17,174934636
4193196257,7.61205E+17
190338613,1.33307E+18
270466114,392448730
3314414004,1.09923E+18
7.76235E+17,1.16636E+18
186914141,444857355
2891214350,1.30358E+18
174934636,107817903
7.61205E+17,1.0631E+18
1.33307E+18,1.33063E+18
392448730,1.21781E+18
1.09923E+18,293892095
1.16636E+18,7.97807E+17
444857355,1.31655E+18
1.30358E+18,369487343
107817903,2565947280
1.0631E+18,9.42226E+17
1.33063E+18,1.01532E+18
1.21781E+18,8.98917E+17
293892095,720879529
7.97807E+17,508029458
1.31655E+18,1.30733E+18
369487343,7.52439E+17
2565947280,1.03627E+18
9.42226E+17,34947691
1.01532E+18,9.57901E+17
8.98917E+17,2717211910
720879529,9.8443E+17
508029458,1.22912E+18
1.30733E+18,3180931062
7.52439E+17,1.33305E+18
1.03627E+18,312742230
34947691,2173963963
9.57901E+17,3268769600
2717211910,1.11477E+18
9.8443E+17,1.02695E+18
1.22912E+18,576499876
3180931062,8.13717E+17
1.33305E+18,9.87582E+17
312742230,3048858266
2173963963,1.15409E+18
3268769600,9.69084E+17
1.11477E+18,7.67657E+17
1.02695E+18,1.27041E+18
576499876,7.66271E+17
8.13717E+17,3336607498
9.87582E+17,1898246178
3048858266,1.31532E+18
1.15409E+18,300907639
9.69084E+17,2942451837
7.67657E+17,1.0172E+18
1.27041E+18,1.19158E+18
7.66271E+17,399570276
3336607498,1.04113E+18
1898246178,7.84502E+17
1.31532E+18,37979634
300907639,8.85879E+17
2942451837,302041612
1.0172E+18,89907746
1.19158E+18,8.53915E+17
399570276,1.07231E+18
1.04113E+18,3232863006
7.84502E+17,1.24168E+18
37979634,3885575968
8.85879E+17,2878229774
302041612,816911372
89907746,3375928887
8.53915E+17,2270917900
1.07231E+18,2342190877
3232863006,2980930011
1.24168E+18,2735298028
3885575968,1.0414E+18
2878229774,1.33286E+18
816911372,1.31746E+18
3375928887,3956429362
2270917900,398604790
2342190877,21389283
2980930011,591679019
2735298028,389000180
1.0414E+18,1.1303E+18
1.33286E+18,9.38096E+17
1.31746E+18,2922653105
3956429362,134709087
398604790,123140371
21389283,1.25591E+18
591679019,3778254080
389000180,1.19826E+18
1.1303E+18,124336950
9.38096E+17,1.18086E+18
2922653105,129652477
134709087,1.17194E+18
123140371,9.88745E+17
1.25591E+18,1.26506E+18
3778254080,206764277
1.19826E+18,3231655058
124336950,1.01346E+18
1.18086E+18,1.12225E+18
129652477,2495484156
1.17194E+18,1.04597E+18
9.88745E+17,2617114045
1.26506E+18,456907408
206764277,1.26647E+18
3231655058,2172023006
1.01346E+18,1.20889E+18
1.12225E+18,8.22962E+17
2495484156,1664435582
1.04597E+18,337141977
2617114045,549589501
456907408,1.24136E+18
1.26647E+18,2495224441
2172023006,1.33305E+18
1.20889E+18,1.20325E+18
8.22962E+17,9.91671E+17
1664435582,46387407
337141977,1.14672E+18
549589501,8.16978E+17
1.24136E+18,118676618
2495224441,353071878
1.33305E+18,255232309
1.20325E+18,222225350
9.91671E+17,221626338
46387407,321024461
1.14672E+18,1.12138E+18
8.16978E+17,396837245
118676618,2729938969
353071878,1.28546E+18
255232309,1.12266E+18
222225350,1.02381E+18
221626338,7.43579E+17
321024461,149925820
1.12138E+18,35480857
396837245,1.26353E+18
2729938969,185995946
1.28546E+18,9.94635E+17
1.12266E+18,920545122
1.02381E+18,9.0708E+17
7.43579E+17,3000985198
149925820,187458178
35480857,155081043
1.26353E+18,1.22814E+18
185995946,1.10338E+18
9.94635E+17,9.78106E+17
920545122,356684409
9.0708E+17,2388345264
3000985198,367148460
187458178,391980489
155081043,3240704008
1.22814E+18,1.18954E+18
1.10338E+18,1.09563E+18
9.78106E+17,729866232
356684409,906307286
2388345264,584133867
367148460,9.63556E+17
391980489,3643243882
3240704008,3182868101
1.18954E+18,1.28551E+18
1.09563E+18,1.31301E+18
729866232,2323116398
906307286,1.28736E+18
584133867,7.18323E+17
9.63556E+17,3146436817
3643243882,1.19292E+18
3182868101,8.34991E+17
1.28551E+18,592063796
1.31301E+18,9.1143E+17
2323116398,1.04314E+18
1.28736E+18,1.09891E+18
7.18323E+17,2719113615
3146436817,1679910595
1.19292E+18,61733948
8.34991E+17,2385709534
592063796,1.18913E+18
9.1143E+17,20125438
1.04314E+18,1335152436
1.09891E+18,1.19399E+18
2719113615,1.21714E+18
1679910595,1.21785E+18
61733948,7.18486E+17
2385709534,260716166
1.18913E+18,537258717
20125438,1.29141E+18
1335152436,1.3071E+18
1.19399E+18,23363470
1.21714E+18,1165655202
1.21785E+18,494986583
7.18486E+17,1.30161E+18
260716166,8.49581E+17
537258717,8.48393E+17
1.29141E+18,1.13845E+18
1.3071E+18,2835157737
23363470,1.31949E+18
1165655202,1.12097E+18
494986583,2429482727
1.30161E+18,7.78098E+17
8.49581E+17,56874600
8.48393E+17,1.28916E+18
1.13845E+18,47920846
2835157737,8.03444E+17
1.31949E+18,182707532
1.12097E+18,9.40323E+17
2429482727,372220402
7.78098E+17,1.29361E+18
56874600,1.31409E+18
1.28916E+18,13075282
47920846,34948888
8.03444E+17,1.20716E+18
182707532,1.07449E+18
9.40323E+17,1.22104E+18
372220402,1.14542E+18
1.29361E+18,1.3028E+18
1.31409E+18,1151504646
13075282,1.27726E+18
34948888,4830331266
1.20716E+18,2218959174
1.07449E+18,94307636
1.22104E+18,2428826472
1.14542E+18,3230860169
1.3028E+18,273049961
1151504646,7.70951E+17
1.27726E+18,8.56198E+17
4830331266,266739563
2218959174,1.32668E+18
94307636,382739566
2428826472,1.32552E+18
3230860169,7.65165E+17
273049961,1.08502E+18
7.70951E+17,180498723
8.56198E+17,7.48079E+17
266739563,2253382320
1.32668E+18,197747310
382739566,3771643817
1.32552E+18,92955741
7.65165E+17,8.93738E+17
1.08502E+18,1.03568E+18
180498723,1.33302E+18
7.48079E+17,1.30235E+18
2253382320,316981020
197747310,1.25875E+18
3771643817,1.27477E+18
92955741,1.26756E+18
8.93738E+17,7.86925E+17
1.03568E+18,1.21029E+18
1.33302E+18,163928198
1.30235E+18,9.93873E+17
316981020,9.22879E+17
1.25875E+18,1.25461E+18
1.27477E+18,1850233554
1.26756E+18,1.08009E+18
7.86925E+17,1.06653E+18
1.21029E+18,9.42156E+17
163928198,217778728
9.93873E+17,2575162909
9.22879E+17,7.90977E+17
1.25461E+18,1.06274E+18
1850233554,1.30295E+18
1.08009E+18,750167402
1.06653E+18,1.12865E+18
9.42156E+17,1.33122E+18
217778728,7.18441E+17
2575162909,1.22175E+18
7.90977E+17,512795887
1.06274E+18,1.18679E+18
1.30295E+18,1.33021E+18
750167402,1.31151E+18
1.12865E+18,759235040
1.33122E+18,1.01211E+18
7.18441E+17,2772719962
1.22175E+18,1.25991E+18
512795887,3004637409
1.18679E+18,3158974341
1.33021E+18,8.28237E+17
1.31151E+18,148356086
759235040,336373382
1.01211E+18,434276158
2772719962,62798089
1.25991E+18,9.43983E+17
3004637409,1.14094E+18
3158974341,561064227
8.28237E+17,7.82002E+17
148356086,1.28901E+18
336373382,1.33161E+18
434276158,1604301788
62798089,1.3249E+18
9.43983E+17,2412978855
1.14094E+18,43571041
561064227,1.12737E+18
7.82002E+17,1392878804
1.28901E+18,367941118
1.33161E+18,1.32175E+18
1604301788,1.2762E+18
1.3249E+18,2593752634
2412978855,1719528584
43571041,302530437
1.12737E+18,7.15048E+17
1392878804,1.33305E+18
367941118,91308604
1.32175E+18,1.28263E+18
1.2762E+18,2155227048
2593752634,2248577551
1719528584,9.85855E+17
302530437,1.11891E+18
7.15048E+17,8.72378E+17
1.33305E+18,3650751201
91308604,1.14721E+18
1.28263E+18,1.27809E+18
2155227048,1687493346
2248577551,3305015360
9.85855E+17,1.14734E+18
1.11891E+18,9.88396E+17
8.72378E+17,1.08665E+18
3650751201,1.25603E+18
1.14721E+18,3073763955
1.27809E+18,1.16137E+18
1687493346,43478468
3305015360,7.76562E+17
1.14734E+18,3700082123
9.88396E+17,1.33305E+18
1.08665E+18,1.18368E+18
1.25603E+18,1.13231E+18
3073763955,7.15938E+17
1.16137E+18,128823884
43478468,4188479488
7.76562E+17,1.04501E+18
3700082123,7.71874E+17
1.33305E+18,1.30338E+18
1.18368E+18,553822787
1.13231E+18,9.31147E+17
7.15938E+17,7.00456E+17
128823884,1.29045E+18
4188479488,2805914559
1.04501E+18,1.0464E+18
7.71874E+17,1.2436E+18
1.30338E+18,376294779
553822787,45521162
9.31147E+17,59083400
7.00456E+17,124615309
1.29045E+18,976325558
2805914559,204947005
1.0464E+18,29440560
1.2436E+18,17601326
376294779,445932480
45521162,1286791249
59083400,8.28181E+17
124615309,3319435535
976325558,9.90632E+17
204947005,293483638
29440560,128916643
17601326,1.11779E+18
445932480,1.12613E+18
1286791249,4846663961
8.28181E+17,555451987
3319435535,14279399
9.90632E+17,1474919748
293483638,1.28183E+18
128916643,580353731
1.11779E+18,3252228648
1.12613E+18,3579012436
4846663961,9.90634E+17
555451987,3633207556
14279399,8.16977E+17
1474919748,1.18595E+18
1.28183E+18,1.19898E+18
580353731,9.49061E+17
3252228648,584125963
3579012436,1.119E+18
9.90634E+17,1942047332
3633207556,1.30007E+18
8.16977E+17,1.10878E+18
1.18595E+18,8.93902E+17
1.19898E+18,165207263
9.49061E+17,274987996
584125963,7.25048E+17
1.119E+18,103287164
1942047332,9.92165E+17
1.30007E+18,699723
1.10878E+18,3269510738
8.93902E+17,149807641
165207263,2274316903
274987996,957866418
7.25048E+17,381521881
103287164,3318501718
9.92165E+17,50582197
699723,93694409
3269510738,9.80988E+17
149807641,1.24243E+18
2274316903,1.2308E+18
957866418,3236790704
381521881,9.77614E+17
3318501718,2795633347
50582197,1.12896E+18
93694409,1.33109E+18
9.80988E+17,4863031389
1.24243E+18,1640910954
1.2308E+18,48009845
3236790704,2751206161
9.77614E+17,8.95572E+17
2795633347,52527048
1.12896E+18,1535123317
1.33109E+18,82648751
4863031389,1.24212E+18
1640910954,7.93066E+17
48009845,70972805
2751206161,414098866
8.95572E+17,1.20694E+18
52527048,402788100
1535123317,4624682543
82648751,9.32884E+17
1.24212E+18,714875010
7.93066E+17,1119424476
70972805,3258416830
414098866,84176739
1.20694E+18,118747925
402788100,833487462
4624682543,2938623477
9.32884E+17,1.2665E+18
714875010,1395116581
1119424476,558807693
3258416830,2482374144
84176739,553951646
118747925,402055964
833487462,1.28473E+18
2938623477,390185665
1.2665E+18,956895878
1395116581,1.19169E+18
558807693,1658056933
2482374144,1.32458E+18
553951646,1.25952E+18
402055964,794767506
1.28473E+18,1.04373E+18
390185665,1.32254E+18
956895878,4881616991
1.19169E+18,2776959788
1658056933,9.5794E+17
1.32458E+18,1.20988E+18
1.25952E+18,1.31421E+18
794767506,1.29641E+18
1.04373E+18,9.30198E+17
1.32254E+18,252410657
4881616991,1.26755E+18
2776959788,9.55943E+17
9.5794E+17,8.84688E+17
1.20988E+18,3329409983
1.31421E+18,208236949
1.29641E+18,1.25146E+18
9.30198E+17,1.27896E+18
252410657,1912808839
1.26755E+18,1.32722E+18
9.55943E+17,1.27618E+18
8.84688E+17,1.32938E+18
3329409983,9.86289E+17
208236949,1.27223E+18
1.25146E+18,819398390
1.27896E+18,4209411466
1912808839,1.18051E+18
1.32722E+18,422688189
1.27618E+18,1.1507E+18
1.32938E+18,949630627
9.86289E+17,581023919
1.27223E+18,3344691073
819398390,9.46076E+17
4209411466,1.00921E+18
1.18051E+18,4380296176
422688189,54137507
1.1507E+18,3042242050
949630627,1.19002E+18
581023919,3049201457
3344691073,2725441350
9.46076E+17,1.21614E+18
1.00921E+18,541630793
4380296176,1.32356E+18
54137507,1.15172E+18
3042242050,9.3885E+17
1.19002E+18,1.27614E+18
3049201457,2461775767
2725441350,613799457
1.21614E+18,8.70646E+17
541630793,1.12397E+18
1.32356E+18,7.71809E+17
1.15172E+18,52858939
